Date,Open,High,Low,Close,Volume,Adj Close,Var
03/04/00,2.02216,2.02216,1.92794,1.95331,30042400,1.73573,-0.042630528
04/04/00,1.95693,1.95693,1.90257,1.91344,14299900,1.7003,-0.020412161
05/04/00,1.90982,1.91344,1.8917,1.89895,16619700,1.68743,-0.007569252
06/04/00,1.9062,1.9062,1.86633,1.87358,14660700,1.66488,-0.013363517
07/04/00,1.85546,1.88445,1.84821,1.86996,5396200,1.66167,-0.001928067
10/04/00,1.86633,1.86996,1.84821,1.85546,7770100,1.64878,-0.007757256
11/04/00,1.85546,1.87358,1.84821,1.86633,4942900,1.65844,0.005858877
12/04/00,1.86996,1.87721,1.86271,1.87358,5318200,1.66488,0.003883167
13/04/00,1.86271,1.88083,1.86271,1.87721,3796200,1.66811,0.00194008
14/04/00,1.87358,1.87358,1.85546,1.85546,4902600,1.64878,-0.011587965
17/04/00,1.84821,1.86633,1.84821,1.85909,4629600,1.65201,0.001959024
18/04/00,1.86996,1.86996,1.85546,1.86271,2948300,1.65523,0.001949141
19/04/00,1.86996,1.87358,1.86271,1.87358,3308600,1.66488,0.005830005
20/04/00,1.87358,1.88083,1.86633,1.87721,1625200,1.66811,0.00194008
21/04/00,1.87721,1.87721,1.87721,1.87721,0,1.66811,0
24/04/00,1.87721,1.87721,1.87721,1.87721,0,1.66811,0
25/04/00,1.87721,1.87721,1.87721,1.87721,0,1.66811,0
26/04/00,1.86996,1.88083,1.86996,1.87721,2907300,1.66811,0
27/04/00,1.88083,1.88445,1.86996,1.87358,2767200,1.66488,-0.001936323
28/04/00,1.87721,1.87721,1.86633,1.86996,4310400,1.66167,-0.001928067
01/05/00,1.86996,1.86996,1.86996,1.86996,0,1.66167,0
02/05/00,1.86996,1.87721,1.86633,1.87358,4031400,1.66488,0.001931792
03/05/00,1.86996,1.87721,1.86996,1.87721,5518100,1.66811,0.00194008
04/05/00,1.86996,1.88445,1.86996,1.88083,6843400,1.67133,0.001930328
05/05/00,1.87721,1.88083,1.87358,1.88083,3408500,1.67133,0
08/05/00,1.88445,1.88445,1.86996,1.87358,3691900,1.66488,-0.003859202
09/05/00,1.87358,1.87358,1.87358,1.87358,0,1.66488,0
10/05/00,1.86996,1.87358,1.86633,1.86996,4191400,1.66167,-0.001928067
11/05/00,1.86996,1.86996,1.85546,1.86271,4655200,1.65523,-0.003875619
12/05/00,1.85909,1.86633,1.85546,1.85909,4609300,1.65201,-0.001945349
15/05/00,1.85546,1.86271,1.84821,1.85546,3500700,1.64878,-0.001955194
16/05/00,1.85546,1.86271,1.85184,1.85909,4326500,1.65201,0.001959024
17/05/00,1.85546,1.86633,1.85546,1.86633,3637700,1.65844,0.003892228
18/05/00,1.86633,1.87358,1.86633,1.86996,1001100,1.66167,0.001947613
19/05/00,1.86633,1.87721,1.86271,1.87721,4393000,1.66811,0.003875619
22/05/00,1.88083,1.88445,1.87358,1.88445,3371800,1.67454,0.003854662
23/05/00,1.88445,1.88808,1.86996,1.88445,7239200,1.67454,0
24/05/00,1.88445,1.90257,1.88083,1.90257,3535200,1.69065,0.009620553
25/05/00,1.9062,1.92069,1.88808,1.89895,4742000,1.68743,-0.001904593
26/05/00,1.88445,1.89533,1.86996,1.8917,5529400,1.68099,-0.003816455
29/05/00,1.89533,1.89895,1.87721,1.8917,1107300,1.68099,0
30/05/00,1.8917,1.90982,1.8917,1.90257,3856100,1.69065,0.005746614
31/05/00,1.90257,1.90982,1.89533,1.90982,4502800,1.69709,0.003809186
01/06/00,1.91707,1.92069,1.9062,1.92069,2277700,1.70675,0.005692096
02/06/00,1.92069,1.93156,1.91707,1.92794,13981500,1.71319,0.003773253
05/06/00,1.92069,1.93881,1.92069,1.93156,961100,1.71641,0.001879535
06/06/00,1.93156,1.93881,1.92069,1.93519,2232200,1.71963,0.001876009
07/06/00,1.93519,1.93881,1.93156,1.93881,2758200,1.72285,0.001872496
08/06/00,1.93881,1.94606,1.93519,1.94244,3222200,1.72607,0.001868996
09/06/00,1.94606,1.94968,1.93519,1.94968,5205400,1.73251,0.003731019
12/06/00,1.94968,1.97143,1.94968,1.95693,1403200,1.73895,0.00371715
13/06/00,1.95693,1.96418,1.94244,1.94968,1055200,1.73251,-0.003703384
14/06/00,1.94968,1.95693,1.93881,1.94606,9737500,1.72929,-0.001858575
15/06/00,1.95331,1.95331,1.93881,1.94244,2335600,1.72607,-0.001862036
16/06/00,1.94606,1.94968,1.93519,1.94244,4585300,1.72607,0
19/06/00,1.94244,1.94244,1.94244,1.94244,0,1.72607,0
20/06/00,1.94968,1.95693,1.94606,1.94968,2283400,1.73251,0.003731019
21/06/00,1.94606,1.96056,1.93881,1.95693,4022600,1.73895,0.00371715
22/06/00,1.95693,1.95693,1.95693,1.95693,0,1.73895,0
23/06/00,1.96056,1.97505,1.94968,1.97505,4335500,1.75505,0.009258461
26/06/00,1.97143,1.97868,1.94606,1.94968,4849800,1.73251,-0.012842939
27/06/00,1.94606,1.94968,1.89895,1.89895,302141200,1.68743,-0.026020052
28/06/00,1.92069,1.95331,1.9062,1.93881,9626700,1.72285,0.0209905
29/06/00,1.94606,1.94606,1.92069,1.94244,22054400,1.72607,0.001868996
30/06/00,1.94968,1.97505,1.94244,1.97505,18927900,1.75505,0.016789586
03/07/00,1.9678,2.01129,1.9678,2.00767,7466600,1.78404,0.016518048
04/07/00,2.02216,2.02579,2.00767,2.01129,8652300,1.78726,0.001804892
05/07/00,2.01129,2.01492,1.99317,2.00042,11626600,1.7776,-0.005404921
06/07/00,2.00042,2.02941,1.99317,2.02941,17707200,1.80336,0.014491449
07/07/00,2.02941,2.02941,2.02941,2.02941,0,1.80336,0
10/07/00,2.02216,2.02579,2.00767,2.00767,11708000,1.78404,-0.010713335
11/07/00,2.01129,2.01129,1.98955,2.01129,13245600,1.78726,0.001804892
12/07/00,2.00404,2.00767,1.9968,2.00404,9938500,1.78081,-0.003608876
13/07/00,2.00404,2.00404,1.9968,2.00042,7965000,1.7776,-0.001802551
14/07/00,2.00042,2.00404,1.99317,2.00404,14115100,1.78081,0.001805806
17/07/00,2.00042,2.00767,2.00042,2.00042,7523800,1.7776,-0.001802551
18/07/00,2.00404,2.00767,1.99317,2.00042,5996000,1.7776,0
19/07/00,2.00404,2.00767,2.00042,2.00042,18605100,1.7776,0
20/07/00,2.00404,2.00767,2.00042,2.00404,6176600,1.78081,0.001805806
21/07/00,2.00767,2.00767,1.9968,2.00767,9184700,1.78404,0.001813781
24/07/00,2.00767,2.00767,2.00767,2.00767,0,1.78404,0
25/07/00,2.01129,2.01854,2.00767,2.01854,7770600,1.7937,0.005414677
26/07/00,2.02216,2.02941,2.01854,2.02941,9490100,1.80336,0.005385516
27/07/00,2.02941,2.02941,2.02941,2.02941,0,1.80336,0
28/07/00,2.04391,2.05478,2.04028,2.04753,11932600,1.81946,0.008927779
31/07/00,2.0584,2.0584,2.03304,2.0584,14992600,1.82912,0.005309268
01/08/00,2.0584,2.0729,2.0584,2.06565,348404900,1.83556,0.003520819
02/08/00,2.0729,2.07652,2.06927,2.0729,12245200,1.842,0.003508466
03/08/00,2.07652,2.08015,2.0729,2.0729,9812700,1.842,0
04/08/00,2.07652,2.08377,2.0729,2.08015,12164400,1.84844,0.0034962
07/08/00,2.08015,2.08739,2.07652,2.08015,8069000,1.84844,0
08/08/00,2.08377,2.08739,2.08015,2.08015,11442500,1.84844,0
09/08/00,2.08739,2.09102,2.08377,2.08377,7737300,1.85166,0.001742009
10/08/00,2.08739,2.09102,2.08377,2.08739,10627300,1.85488,0.00173898
11/08/00,2.09102,2.10189,2.08739,2.09827,14551600,1.86455,0.005213275
14/08/00,2.10189,2.10914,2.09464,2.09464,10448600,1.86132,-0.001732321
15/08/00,2.09464,2.09464,2.09464,2.09464,0,1.86132,0
16/08/00,2.10551,2.10551,2.09827,2.09827,6504900,1.86455,0.001735328
17/08/00,2.10551,2.11276,2.10189,2.10551,6760700,1.87098,0.003448553
18/08/00,2.10914,2.12001,2.10914,2.12001,10204200,1.88386,0.006884093
21/08/00,2.12001,2.12726,2.12001,2.12363,2437600,1.88708,0.001709257
22/08/00,2.12363,2.13088,2.12001,2.12001,12293400,1.88386,-0.00170634
23/08/00,2.12363,2.12726,2.11639,2.11639,14310700,1.88065,-0.001703948
24/08/00,2.12363,2.12726,2.12001,2.12001,9970900,1.88386,0.001706857
25/08/00,2.12726,2.13088,2.12363,2.12363,8292500,1.88708,0.001709257
28/08/00,2.12726,2.12726,2.12363,2.12363,6468000,1.88708,0
29/08/00,2.12363,2.12726,2.11276,2.11639,10230400,1.88065,-0.003407381
30/08/00,2.12001,2.12363,2.11276,2.12001,5871300,1.88386,0.001706857
31/08/00,2.12363,2.12363,2.11639,2.12363,8358900,1.88708,0.001709257
01/09/00,2.12726,2.13088,2.12001,2.12363,6155900,1.88708,0
04/09/00,2.13088,2.13813,2.12726,2.13088,6338500,1.89352,0.00341268
05/09/00,2.13813,2.14175,2.13088,2.14175,7186900,1.90318,0.00510161
06/09/00,2.13813,2.14538,2.13451,2.13813,9222100,1.89997,-0.001686651
07/09/00,2.14538,2.14538,2.13813,2.14175,8129700,1.90318,0.0016895
08/09/00,2.14175,2.14538,2.13451,2.14538,16254500,1.90641,0.001697159
11/09/00,2.149,2.15625,2.14538,2.149,7830100,1.90963,0.001689039
12/09/00,2.15263,2.15987,2.149,2.15625,8093800,1.91607,0.003372381
13/09/00,2.15625,2.15987,2.15263,2.15625,10184200,1.91607,0
14/09/00,2.15987,2.1635,2.15625,2.15987,12651100,1.91928,0.001675304
15/09/00,2.15987,2.16712,2.15987,2.1635,9911300,1.92251,0.001682923
18/09/00,2.1635,2.1635,2.15987,2.15987,8201000,1.91928,-0.001680095
19/09/00,2.1635,2.1635,2.15987,2.1635,6616400,1.92251,0.001682923
20/09/00,2.15987,2.15987,2.149,2.149,8176000,1.90963,-0.006699575
21/09/00,2.15263,2.15625,2.14175,2.14538,9346200,1.90641,-0.001686191
22/09/00,2.149,2.149,2.13813,2.14538,9456100,1.90641,0
25/09/00,2.15263,2.15263,2.14538,2.15263,7199800,1.91285,0.003378077
26/09/00,2.15625,2.15625,2.149,2.15263,8486500,1.91285,0
27/09/00,2.15625,2.15625,2.15263,2.15263,8517700,1.91285,0
28/09/00,2.15263,2.15625,2.15263,2.15625,9437900,1.91607,0.001683352
29/09/00,2.15625,2.15625,2.15263,2.15625,20552300,1.91607,0
02/10/00,2.15263,2.15625,2.15263,2.15625,6394100,1.91607,0
03/10/00,2.15625,2.15987,2.15263,2.15987,6987400,1.91928,0.001675304
04/10/00,2.15987,2.16712,2.15625,2.15987,9356100,1.91928,0
05/10/00,2.15987,2.15987,2.15987,2.15987,0,1.91928,0
06/10/00,2.15987,2.15987,2.149,2.15987,89860200,1.91928,0
09/10/00,2.15625,2.15625,2.149,2.149,4427100,1.90963,-0.005027927
10/10/00,2.15263,2.15625,2.14538,2.15263,1930400,1.91285,0.001686191
11/10/00,2.149,2.15263,2.13813,2.14175,9483600,1.90318,-0.005055284
12/10/00,2.14175,2.14538,2.13451,2.13451,8044200,1.89675,-0.003378556
13/10/00,2.12001,2.12726,2.10914,2.11276,11883600,1.87742,-0.010191116
16/10/00,2.11639,2.12001,2.11276,2.12001,3838000,1.88386,0.003430239
17/10/00,2.12001,2.12363,2.11639,2.12001,4515700,1.88386,0
18/10/00,2.11639,2.12001,2.09827,2.10551,17159000,1.87098,-0.006837026
19/10/00,2.11276,2.12001,2.10914,2.12001,4191000,1.88386,0.006884093
20/10/00,2.12001,2.12726,2.11639,2.12001,5559000,1.88386,0
23/10/00,2.12001,2.12363,2.11639,2.12363,3718800,1.88708,0.001709257
24/10/00,2.12363,2.13451,2.12363,2.13088,6202100,1.89352,0.00341268
25/10/00,2.13088,2.13813,2.13088,2.13813,7834200,1.89997,0.003406354
26/10/00,2.13088,2.13451,2.13088,2.13451,4091900,1.89675,-0.001694764
27/10/00,2.13451,2.13813,2.13088,2.13813,3414600,1.89997,0.001697641
30/10/00,2.13451,2.13813,2.12726,2.12726,3015100,1.89031,-0.005084291
31/10/00,2.12726,2.12726,2.12726,2.12726,0,1.89031,0
01/11/00,2.12726,2.12726,2.12726,2.12726,0,1.89031,0
02/11/00,2.13813,2.14538,2.13451,2.13813,8826700,1.89997,0.005110273
03/11/00,2.14175,2.14175,2.13451,2.13813,3133900,1.89997,0
06/11/00,2.13813,2.14175,2.13451,2.13451,2383100,1.89675,-0.001694764
07/11/00,2.13813,2.13813,2.12363,2.12363,3142600,1.88708,-0.005098194
08/11/00,2.13088,2.13451,2.12363,2.12363,2072900,1.88708,0
09/11/00,2.12363,2.12726,2.12001,2.12363,2277900,1.88708,0
10/11/00,2.12363,2.13088,2.12001,2.12001,2810900,1.88386,-0.00170634
13/11/00,2.12001,2.12726,2.10189,2.10189,3910200,1.86776,-0.008546283
14/11/00,2.10189,2.12001,2.10189,2.10551,4256100,1.87098,0.00172399
15/11/00,2.10551,2.11276,2.10189,2.10551,5843700,1.87098,0
16/11/00,2.10189,2.10189,2.08377,2.08377,6951500,1.85166,-0.010326139
17/11/00,2.07652,2.08377,2.07652,2.08377,8493300,1.85166,0
20/11/00,2.08377,2.09827,2.08377,2.09827,5293400,1.86455,0.006961321
21/11/00,2.09827,2.09827,2.08739,2.09102,5465400,1.8581,-0.00345928
22/11/00,2.08377,2.08377,2.0729,2.07652,4145000,1.84522,-0.006931812
23/11/00,2.07652,2.08739,2.07652,2.08377,3410800,1.85166,0.003490099
24/11/00,2.08377,2.09827,2.08377,2.09464,3229000,1.86132,0.00521694
27/11/00,2.09464,2.10189,2.09102,2.09464,6554200,1.86132,0
28/11/00,2.09827,2.10189,2.09102,2.09102,3864800,1.8581,-0.001729955
29/11/00,2.09464,2.09827,2.08377,2.08377,10487200,1.85166,-0.003465906
30/11/00,2.08377,2.08739,2.0584,2.08015,17095700,1.84844,-0.00173898
01/12/00,2.08015,2.08015,2.08015,2.08015,0,1.84844,0
04/12/00,2.08015,2.08377,2.06565,2.06565,7687300,1.83556,-0.006968038
05/12/00,2.0729,2.07652,2.0584,2.06565,8456100,1.83556,0
06/12/00,1.97505,2.06927,1.97505,2.02216,189851100,1.79691,-0.021056244
07/12/00,2.04028,2.06565,2.02579,2.06565,7930500,1.83556,0.021509146
08/12/00,2.06565,2.06565,2.06565,2.06565,0,1.83556,0
11/12/00,2.06565,2.07652,2.0584,2.0584,8441900,1.82912,-0.003508466
12/12/00,2.06565,2.0729,2.04753,2.04753,3955800,1.81946,-0.005281228
13/12/00,2.05478,2.0584,2.04753,2.0584,3345600,1.82912,0.005309268
14/12/00,2.04391,2.05478,2.02941,2.02941,2765400,1.80336,-0.014083275
15/12/00,2.03304,2.04391,2.01492,2.01854,7107500,1.7937,-0.005356668
18/12/00,2.02941,2.04391,2.01129,2.01129,3341100,1.78726,-0.003590344
19/12/00,2.01129,2.02216,2.00767,2.01854,3595600,1.7937,0.003603281
20/12/00,2.01129,2.01854,1.99317,1.9968,4405600,1.77438,-0.010771032
21/12/00,1.9968,2.00404,1.99317,2.00042,26827200,1.7776,0.001814718
22/12/00,2.01129,2.01129,1.9968,2.01129,26978900,1.78726,0.005434293
27/12/00,2.00404,2.02216,2.00404,2.01492,6044400,1.79048,0.00180164
28/12/00,2.01492,2.02216,2.00404,2.01129,16029200,1.78726,-0.0017984
29/12/00,2.01129,2.04753,2.00767,2.04753,21498400,1.81946,0.018016405
01/01/01,2.04753,2.04753,2.04753,2.04753,0,1.81946,0
02/01/01,2.02941,2.03304,2.02216,2.03304,1212500,1.80658,-0.007079023
03/01/01,2.03304,2.04753,2.02579,2.02579,3575600,1.80014,-0.003564747
04/01/01,2.0584,2.06203,2.02941,2.05115,6972300,1.82268,0.012521248
05/01/01,2.0584,2.06203,2.03304,2.04753,823200,1.81946,-0.001766629
08/01/01,2.04391,2.04753,2.03304,2.04753,1234000,1.81946,0
09/01/01,2.04753,2.04753,2.03304,2.03666,355500,1.8098,-0.005309268
10/01/01,2.03666,2.03666,2.01129,2.01129,0,1.78726,-0.012454415
11/01/01,2.00404,2.00404,1.99317,2.00042,13139100,1.7776,-0.005404921
12/01/01,2.00042,2.01854,2.00042,2.01854,13030000,1.7937,0.009057156
15/01/01,2.01492,2.02579,2.00767,2.02216,2326900,1.79691,0.001789597
16/01/01,2.01129,2.02579,2.00767,2.00767,5019800,1.78404,-0.007162295
17/01/01,2.00767,2.02216,2.00767,2.01492,7133800,1.79048,0.003609785
18/01/01,2.01854,2.02941,2.01492,2.02941,7142500,1.80336,0.007193602
19/01/01,2.02941,2.04391,2.02941,2.04028,3320100,1.81302,0.005356668
22/01/01,2.04753,2.05478,2.04391,2.05478,8046400,1.8259,0.007104169
23/01/01,2.05478,2.0584,2.01854,2.02216,8774000,1.79691,-0.015877102
25/01/01,1.9823,1.9823,1.9678,1.97868,4829100,1.75828,-0.021498016
29/01/01,2.03304,2.04753,1.9968,2.01854,2302700,1.7937,0.020144687
30/01/01,2.01129,2.02941,2.00404,2.02579,1831300,1.80014,0.003590344
31/01/01,2.02941,2.08015,2.02941,2.05478,8931800,1.8259,0.014309998
01/02/01,2.05478,2.05478,2.03304,2.04028,4460000,1.81302,-0.007054056
02/02/01,2.04391,2.06565,2.04028,2.06565,2093200,1.83556,0.012432295
05/02/01,2.04753,2.06565,2.04753,2.06203,2199500,1.83234,-0.001754233
06/02/01,2.06565,2.06927,2.05478,2.06203,9168500,1.83234,0
07/02/01,2.06565,2.06565,2.05478,2.06203,75898600,1.83234,0
08/02/01,2.06565,2.06565,2.05115,2.05115,4604500,1.82268,-0.005271947
09/02/01,2.06203,2.06203,2.02216,2.03304,4459300,1.80658,-0.008833147
12/02/01,2.02941,2.04753,2.02579,2.04753,3637800,1.81946,0.007129493
13/02/01,2.05478,2.06203,2.04753,2.0584,4605100,1.82912,0.005309268
14/02/01,2.0584,2.0584,2.04753,2.04753,4643300,1.81946,-0.005281228
15/02/01,2.0584,2.06203,2.04753,2.05115,4593300,1.82268,0.001769756
16/02/01,2.05478,2.0584,1.99317,2.00767,9326900,1.78404,-0.021199552
19/02/01,1.99317,2.00767,1.98955,1.99317,3800500,1.77115,-0.007225174
20/02/01,2.02216,2.02216,1.99317,2.00042,10334500,1.7776,0.003641702
21/02/01,2.01129,2.01129,1.97868,1.99317,12441200,1.77115,-0.003628488
22/02/01,2.01492,2.01492,1.98955,2.00042,13103600,1.7776,0.003641702
23/02/01,2.00767,2.00767,2.00042,2.00767,31101500,1.78404,0.003622862
26/02/01,1.98592,1.98592,1.95693,1.9678,1718000,1.74861,-0.01985942
27/02/01,1.9678,1.9678,1.9678,1.9678,0,1.74861,0
28/02/01,1.9678,2.01492,1.96418,2.01129,2804200,1.78726,0.022103271
01/03/01,2.01129,2.04028,2.00404,2.02941,4980400,1.80336,0.009008202
02/03/01,2.03304,2.03304,1.97505,1.97868,5499200,1.75828,-0.024997782
05/03/01,1.9823,1.9823,1.92432,1.93881,7776700,1.72285,-0.020150374
06/03/01,1.93881,1.94606,1.9062,1.91344,9502200,1.7003,-0.013088777
07/03/01,1.91707,1.91707,1.88083,1.89533,13869300,1.68421,-0.009463036
08/03/01,1.89533,1.90257,1.88445,1.88808,143263000,1.67777,-0.003823751
09/03/01,1.88808,1.89533,1.87358,1.87721,12333200,1.66811,-0.005757643
12/03/01,1.86633,1.89895,1.86271,1.88445,12086200,1.67454,0.003854662
13/03/01,1.88808,1.91707,1.87721,1.90257,4087000,1.69065,0.009620553
15/03/01,1.87721,1.88083,1.84821,1.86271,6439000,1.65523,-0.020950522
16/03/01,1.85546,1.86271,1.81922,1.83372,4044500,1.62946,-0.015568833
19/03/01,1.83372,1.84097,1.79748,1.80835,5017100,1.60692,-0.013832804
20/03/01,1.81197,1.84821,1.80835,1.84097,3496200,1.63591,0.018040724
21/03/01,1.82285,1.84459,1.81197,1.83372,4962700,1.62946,-0.00394276
22/03/01,1.81922,1.83009,1.79023,1.79748,5693300,1.59726,-0.019761148
23/03/01,1.81197,1.81922,1.80473,1.8156,4158500,1.61336,0.010079762
26/03/01,1.81922,1.86633,1.81922,1.84821,3537600,1.64234,0.017962513
27/03/01,1.84821,1.85546,1.81197,1.8156,5091000,1.61336,-0.017645555
28/03/01,1.80835,1.84821,1.80835,1.84821,7901400,1.64234,0.017962513
29/03/01,1.84097,1.84821,1.83009,1.84459,4172600,1.63912,-0.001960617
30/03/01,1.85184,1.86996,1.85184,1.86996,6641900,1.66167,0.013757382
02/04/01,1.86633,1.86633,1.83009,1.85184,3986800,1.64557,-0.009689048
03/04/01,1.84459,1.84459,1.82285,1.83734,5356500,1.63268,-0.007833152
04/04/01,1.83734,1.85184,1.82285,1.85184,3461300,1.64557,0.007894995
05/04/01,1.85546,1.87721,1.84821,1.87358,4526900,1.66488,0.011734536
06/04/01,1.85546,1.86996,1.84821,1.85909,4623800,1.65201,-0.007730287
09/04/01,1.83009,1.83009,1.80835,1.81197,2693100,1.61014,-0.025344883
10/04/01,1.8156,1.83009,1.81197,1.82285,2823300,1.61981,0.006005689
11/04/01,1.82647,1.82647,1.79385,1.80473,3961900,1.6037,-0.009945611
12/04/01,1.80473,1.82285,1.80473,1.82285,1954900,1.61981,0.01004552
13/04/01,1.82285,1.82285,1.82285,1.82285,0,1.61981,0
16/04/01,1.82285,1.82285,1.82285,1.82285,0,1.61981,0
17/04/01,1.81197,1.82647,1.80473,1.81197,4016400,1.61014,-0.005969836
18/04/01,1.8156,1.87358,1.8156,1.87358,3866800,1.66488,0.033997044
19/04/01,1.85546,1.89533,1.85546,1.86633,4319900,1.65844,-0.003868147
20/04/01,1.86633,1.86633,1.84097,1.86633,5327900,1.65844,0
23/04/01,1.84821,1.85909,1.81197,1.81197,3346500,1.61014,-0.029123755
24/04/01,1.80835,1.81197,1.79385,1.79385,2296600,1.59404,-0.009999131
25/04/01,1.79385,1.79385,1.79385,1.79385,0,1.59404,0
26/04/01,1.8156,1.81922,1.77211,1.77573,5000400,1.57793,-0.010106396
27/04/01,1.77573,1.77573,1.72138,1.74312,7534400,1.54896,-0.018359496
30/04/01,1.74674,1.76124,1.74312,1.75399,4748100,1.55862,0.006236443
01/05/01,1.75399,1.75399,1.75399,1.75399,0,1.55862,0
02/05/01,1.74674,1.77573,1.74674,1.76849,4274800,1.5715,0.00826372
03/05/01,1.76124,1.77936,1.75399,1.76124,9419200,1.56506,-0.004097996
04/05/01,1.78298,1.78298,1.76486,1.77936,5521500,1.58116,0.010287146
07/05/01,1.77936,1.77936,1.77936,1.77936,0,1.58116,0
